3,
0x0,0,231001,9322529346, hard_timeout=10,65535,tcp,in_port=2,vlan_tci=0x0000,dl_rc=52:91:a5:92:cf:14,dl_dst=d6:e2:59:07:48:d6,nw_src=10.0.0.2,nw_dst=10.0.0.1,nw_tos=0,tp_src=35103,tp_dst=5001 actions=output:1
0x0,0,160836,10622080, hard_timeout=10,65535,tcp,in_port=1,vlan_tci=0x0000,dl_rc=d6:e2:59:07:48:d6,dl_dst=52:91:a5:92:cf:14,nw_src=10.0.0.1,nw_dst=10.0.0.2,nw_tos=0,tp_src=5001,tp_dst=35103 actions=output:2
0x0,0,1,1514, hard_timeout=10,65535,tcp,in_port=2,vlan_tci=0x0000,dl_rc=52:91:a5:92:cf:14,dl_dst=d6:e2:59:07:48:d6,nw_src=10.0.0.2,nw_dst=10.0.0.1,nw_tos=0,tp_src=35103,tp_dst=5001 actions=output:1
0x0,0,1,42,65535,arp,,,in_port=1,vlan_tci=0x0000,dl_rc=5e:cf:a4:58:20:1a,dl_dst=26:d4:b7:0f:b0:21,arp_spa=10.0.0.1,arp_tpa=10.0.0.2,arp_op=2 actions=output:2
